Name,,Sex,Age,Team,NOC,Year,City,Sport,Event,Gold,Bronze,Silver,None
Nataliya Yevhenivna Strohova,,F,23,United States,USA,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,0,0,1,1
Natan Wgrzycki-Szymczyk,,M,21,Australia,AUS,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,0,1,0,1
Natasha Watcham-Roy,,F,24,Norway,NOR,2016,Rio de Janeiro,Handball,Handball Women's Handball,0,1,0,1
Natasha Wodak,,F,34,Italy,ITA,2016,Rio de Janeiro,Shooting,Shooting Men's Skeet,1,0,0,1
Natsumi Tomonaga,,F,24,China,CHN,2016,Rio de Janeiro,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",0,1,0,1
Natthaya Thanaronnawat,,F,37,United States,USA,2016,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",0,1,0,1
Nbia Aparecida Soares,,F,20,Canada,CAN,2014,Sochi,Curling,Curling Men's Curling,1,0,0,1
nder ipal,,M,29,Latvia-1,LAT,2014,Sochi,Bobsleigh,Bobsleigh Men's Four,0,0,1,1
Ndifreke Effiong Udo,,M,17,United States,USA,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,0,1,0,1
Nekoda Anitia K. Smythe-Davis,,F,23,Germany,GER,2014,Sochi,Luge,Luge Women's Singles,0,0,1,1
Nenad Zimonji,,M,40,Japan,JPN,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,0,1,0,1
Nercelys Desire Soto Soto,,F,25,Norway,NOR,2014,Sochi,Alpine Skiing,Alpine Skiing Men's Slalom,0,1,0,1
Neviana Vladinova,,F,22,Armenia,ARM,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Heavyweight,0,0,1,1
Nevriye Ylmaz,,F,36,China,CHN,2016,Rio de Janeiro,Swimming,Swimming Men's 200 metres Freestyle,1,0,0,1
ngela Gabriela Tenorio Micolta,,F,20,Cuba,CUB,2016,Rio de Janeiro,Athletics,Athletics Women's Discus Throw,0,1,0,1
ngela Gabriela Tenorio Micolta,,F,20,France,FRA,2016,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",0,0,1,1
Nguse Tesfaldet Amlosom,,M,29,Argentina,ARG,2016,Rio de Janeiro,Sailing,Sailing Mixed Multihull,1,0,0,1
Niall Williams,,F,28,Germany,GER,2016,Rio de Janeiro,Handball,Handball Men's Handball,0,1,0,1
Nicat xlizad,,M,27,Norway,NOR,2014,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,1,0,0,1
"Nicholas ""Nic"" Woods",,M,20,Egypt,EGY,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Light-Heavyweight,0,1,0,1
"Nicholas ""Nick"" Wilson",,M,25,Australia,AUS,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,0,1,0,1
"Nicholas David ""Nick"" Skelton",,M,58,Germany,GER,2014,Sochi,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,0,1,0,1
"Nicholas David ""Nick"" Skelton",,M,58,Norway,NOR,2014,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,0,1,0,1
"Nicholas Ian ""Nick"" Willis",,M,33,Great Britain,GBR,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,1,0,0,1
Nick Thompson,,M,30,United States,USA,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,1,0,0,1
Nickiesha Wilson,,F,30,Great Britain,GBR,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,0,0,1,1
Nicky van Leuveren,,F,26,South Korea,KOR,2016,Rio de Janeiro,Fencing,"Fencing Men's Sabre, Individual",0,1,0,1
Nico Stahlberg,,M,24,United States,USA,2014,Sochi,Alpine Skiing,Alpine Skiing Men's Super G,0,1,0,1
Nicola Spirig Hug,,F,34,Russia,RUS,2014,Sochi,Figure Skating,Figure Skating Mixed Team,1,0,0,1
Nicola White,,F,28,Romania,ROU,2016,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",1,0,0,1
Nicola Zagame,,F,25,Nigeria,NGR,2016,Rio de Janeiro,Football,Football Men's Football,0,1,0,1
Nicolae Alexandru Soare,,M,24,Austria,AUT,2014,Sochi,Ski Jumping,"Ski Jumping Women's Normal Hill, Individual",0,0,1,1
Nicole van der Velden,,F,21,Bulgaria,BUL,2016,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,0,1,0,1
Nicols Lionel Wettstein Deyme,,M,35,United States,USA,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,1,0,0,1
Nida Eliz stnda,,F,19,Great Britain,GBR,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",0,0,1,1
Nigora Tursunkulova,,F,17,Germany,GER,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,0,1,0,1
Nikita Denisovich Tsirkun,,M,19,Germany,GER,2016,Rio de Janeiro,Handball,Handball Men's Handball,0,1,0,1
Nikita Dmitriyevich Tsmyg,,M,19,France,FRA,2016,Rio de Janeiro,Handball,Handball Men's Handball,0,0,1,1
Nikita Dmitriyevich Tsmyg,,M,19,Belarus,BLR,2016,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,0,1,0,1
Niklas Sle,,M,20,Latvia-1,LAT,2014,Sochi,Bobsleigh,Bobsleigh Men's Four,0,0,1,1
Niklas Wellen,,M,21,Great Britain,GBR,2016,Rio de Janeiro,Swimming,Swimming Men's 100 metres Breaststroke,1,0,0,1
Nikolas Skarvelis,,M,23,Austria,AUT,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Giant Slalom,0,0,1,1
Nikolas Sylvester,,M,16,New Zealand,NZL,2016,Rio de Janeiro,Athletics,Athletics Women's Shot Put,0,0,1,1
Nile Wilson,,M,20,United States,USA,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,0,1,0,1
Nile Wilson,,M,20,United States,USA,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Super-Heavyweight,0,1,0,1
Nile Wilson,,M,20,Canada,CAN,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,0,1,0,1
Nile Wilson,,M,20,Brazil,BRA,2016,Rio de Janeiro,Football,Football Men's Football,1,0,0,1
Nile Wilson,,M,20,Brazil,BRA,2016,Rio de Janeiro,Football,Football Men's Football,1,0,0,1
Nile Wilson,,M,20,Spain,ESP,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball,0,0,1,1
Nile Wilson,,M,20,Mexico,MEX,2016,Rio de Janeiro,Boxing,Boxing Men's Middleweight,0,1,0,1
Nils van 't Hoenderdaal,,M,22,South Korea,KOR,2016,Rio de Janeiro,Judo,Judo Women's Extra-Lightweight,0,0,1,1
Nitendra Singh Rawat,,M,29,Netherlands,NED,2014,Sochi,Speed Skating,"Speed Skating Men's 10,000 metres",0,1,0,1
Noemie Thomas,,F,20,Great Britain,GBR,2016,Rio de Janeiro,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",1,0,0,1
Noemie Thomas,,F,20,United States,USA,2016,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,1,0,0,1
Nol van 't End,,M,25,Australia,AUS,2016,Rio de Janeiro,Sailing,Sailing Men's Skiff,0,0,1,1
Nolie Yarigo,,F,30,Russia,RUS,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,0,0,1,1
Non Rhiannydd Stanford,,F,27,Canada,CAN,2014,Sochi,Figure Skating,Figure Skating Mixed Team,0,0,1,1
Noora Tamminen,,F,25,Azerbaijan,AZE,2016,Rio de Janeiro,Taekwondo,Taekwondo Men's Welterweight,0,1,0,1
Nora Subschinski,,F,28,Netherlands,NED,2014,Sochi,Speed Skating,"Speed Skating Women's 1,500 metres",1,0,0,1
Nora Subschinski,,F,28,Netherlands,NED,2014,Sochi,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),1,0,0,1
Norbert Szabin,,M,33,United States,USA,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,1,0,0,1
Norbert Trandafir,,M,28,Serbia,SRB,2016,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,1,0,0,1
Norbert Trandafir,,M,28,Venezuela,VEN,2016,Rio de Janeiro,Boxing,Boxing Men's Flyweight,0,1,0,1
Noriko Taniguchi,,F,23,Italy,ITA,2016,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,0,0,1,1
Nothando Vilakazi,,F,27,Poland,POL,2016,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",0,1,0,1
Novlene Hilaire Williams-Mills,,F,34,North Korea,PRK,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Horse Vault,1,0,0,1
Nur Tatar,,F,23,Belgium,BEL,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,0,0,1,1
Nurmakhan Anarbekovich Tynaliyev,,M,28,Japan,JPN,2016,Rio de Janeiro,Judo,Judo Men's Half-Heavyweight,0,1,0,1
Olaf Karl Tufte,,M,40,Croatia,CRO,2016,Rio de Janeiro,Shooting,Shooting Men's Trap,1,0,0,1
Oleg Aleksandrovich Zhestkov,,M,29,Germany,GER,2016,Rio de Janeiro,Handball,Handball Men's Handball,0,1,0,1
Oleg Tarnovschi,,M,24,Hungary,HUN,2016,Rio de Janeiro,Fencing,"Fencing Men's epee, Team",0,1,0,1
Oleh Serhiyovych Tsarkov,,M,28,France,FRA,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, Slalom",1,0,0,1
Oleh Serhiyovych Tsarkov,,M,28,Italy,ITA,2016,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,0,0,1,1
Oleh Serhiyovych Tsarkov,,M,28,Italy,ITA,2016,Rio de Janeiro,Fencing,"Fencing Men's Foil, Individual",1,0,0,1
Oleh Yuriyovych Verniaiev,,M,22,Georgia,GEO,2016,Rio de Janeiro,Judo,Judo Men's Middleweight,0,0,1,1
Oleh Yuriyovych Verniaiev,,M,22,China,CHN,2016,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,1,0,0,1
Oleh Yuriyovych Verniaiev,,M,22,China,CHN,2016,Rio de Janeiro,Diving,Diving Women's Synchronized Platform,1,0,0,1
Oleh Yuriyovych Verniaiev,,M,22,China,CHN,2016,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,1,0,0,1
Oleh Yuriyovych Verniaiev,,M,22,China,CHN,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,1,0,0,1
Oleh Yuriyovych Verniaiev,,M,22,China,CHN,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,0,1,0,1
Oleh Yuriyovych Verniaiev,,M,22,Azerbaijan,AZE,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Featherweight, Freestyle",0,1,0,1
Oleh Yuriyovych Verniaiev,,M,22,United States,USA,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,0,1,0,1
Oleksandr Oleksandrovych Tuhariev,,M,21,France,FRA,2016,Rio de Janeiro,Handball,Handball Women's Handball,0,0,1,1
Oleksandr Vasylovych Sitkovskiy,,M,38,Austria,AUT,2014,Sochi,Snowboarding,Snowboarding Women's Parallel Slalom,1,0,0,1
Olena Oleksandrivna Voronina,,F,26,Australia,AUS,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,0,0,1,1
Olena Oleksandrivna Yanovska,,F,26,Brazil,BRA,2016,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,1,0,0,1
Oleq Stepko,,M,22,Finland,FIN,2014,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,0,1,0,1
Oleq Stepko,,M,22,Germany,GER,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Giant Slalom,0,1,0,1
Oleq Stepko,,M,22,Canada,CAN,2014,Sochi,Figure Skating,Figure Skating Mixed Team,0,0,1,1
Oleq Stepko,,M,22,Sweden,SWE,2014,Sochi,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,0,1,0,1
Oleq Stepko,,M,22,Sweden,SWE,2014,Sochi,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,1,0,0,1
Oleq Stepko,,M,22,Canada,CAN,2014,Sochi,Freestyle Skiing,Freestyle Skiing Men's Halfpipe,0,0,1,1
Olga Igorevna Zyuzkova,,F,33,Germany,GER,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,0,1,0,1
Olga Sergeyevna Zabelinskaya (Sukhoruchenkova-),,F,36,Georgia,GEO,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Super-Heavyweight,0,1,0,1
Olga Sergeyevna Zabelinskaya (Sukhoruchenkova-),,F,36,Australia,AUS,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,1,0,0,1
Olga Vladimirovna Umaraliyeva,,F,28,United States,USA,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,1,0,0,1
Olha Mykolayivna Zemliak,,F,26,Croatia,CRO,2016,Rio de Janeiro,Athletics,Athletics Women's High Jump,0,1,0,1
Olha Mykolayivna Zemliak,,F,26,Russia,RUS,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",1,0,0,1
Oliver Szymanski,,M,26,Cuba,CUB,2016,Rio de Janeiro,Boxing,Boxing Men's Lightweight,0,1,0,1
Olivia Smoliga,,F,21,Norway,NOR,2014,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,0,1,0,1
Olivia Smoliga,,F,21,Austria,AUT,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Super G,0,1,0,1
Olivia van Rooijen,,F,27,Canada,CAN,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,0,1,0,1
Omar Zepeda de Lon,,M,39,United States,USA,2016,Rio de Janeiro,Swimming,Swimming Women's 100 metres Butterfly,0,1,0,1
Ondej Synek,,M,33,United States,USA,2016,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,0,1,0,1
Ondej Vetenk,,M,32,United States,USA,2016,Rio de Janeiro,Basketball,Basketball Men's Basketball,1,0,0,1
Onur ipal,,M,27,Canada,CAN,2014,Sochi,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",0,0,1,1
Orinica Velsquez Herrera,,F,27,Germany,GER,2016,Rio de Janeiro,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",1,0,0,1
Orsolya Takcs,,F,31,Malaysia,MAS,2016,Rio de Janeiro,Cycling,Cycling Men's Keirin,0,1,0,1
"Osea W. Tikomailepanoni ""Joseph"" Turagabeci",,M,21,Great Britain,GBR,2016,Rio de Janeiro,Diving,Diving Men's Synchronized Platform,0,1,0,1
Oumar Tour,,M,20,Canada,CAN,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,0,1,0,1
Oumou Kalsoum Tour,,F,28,United States,USA,2016,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",0,0,1,1
Oumoul Khairy Thiam,,F,26,China,CHN,2016,Rio de Janeiro,Diving,Diving Men's Synchronized Platform,1,0,0,1
Ovini Uera,,M,28,Germany,GER,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,0,1,0,1
Pablo Ariel Simonet Moldes,,M,24,Germany,GER,2014,Sochi,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,0,1,0,1
Pablo Torrijos Navarro,,M,24,Italy,ITA,2016,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,0,0,1,1
Pablo Vainstein,,M,27,Argentina,ARG,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,1,0,0,1
Padasak Tanviriyavechakul,,M,20,Russia,RUS,2016,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,1,0,0,1
Pamela Ware,,F,23,Burundi,BDI,2016,Rio de Janeiro,Athletics,Athletics Women's 800 metres,0,0,1,1
Pamela Ware,,F,23,Italy,ITA,2016,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,0,1,0,1
Panagiota Tsinopoulou,,F,25,Russia,RUS,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Freestyle",0,0,1,1
Panagiota Vlachaki,,F,25,Croatia,CRO,2016,Rio de Janeiro,Rowing,Rowing Men's Single Sculls,0,0,1,1
Panipak Wongpattanakit,,F,18,Kazakhstan,KAZ,2016,Rio de Janeiro,Athletics,Athletics Women's Triple Jump,0,1,0,1
Paolo Csar Yurivilca Caldern,,M,20,Great Britain,GBR,2016,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,1,0,0,1
Patricia Maria Vizitiu,,F,27,Brazil,BRA,2016,Rio de Janeiro,Football,Football Men's Football,1,0,0,1
"Patricia Nooroa ""Pat"" Taea",,F,23,Great Britain,GBR,2016,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,1,0,0,1
Patrick Arnoud van der Heijden,,M,23,Germany,GER,2016,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",1,0,0,1
Patrick Tiernan,,M,21,Great Britain,GBR,2016,Rio de Janeiro,Diving,Diving Men's Synchronized Platform,0,1,0,1
Patrick Wiencek,,M,27,France,FRA,2016,Rio de Janeiro,Handball,Handball Women's Handball,0,0,1,1
Patrik Tybor,,M,28,United States,USA,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,1,0,0,1
Patrycja Wyciszkiewicz,,F,22,Germany,GER,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,0,1,0,1
Patrycja Wyciszkiewicz,,F,22,Australia,AUS,2016,Rio de Janeiro,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",0,0,1,1
Pau Gaspar Tonnesen Ricart,,M,23,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,0,0,1,1
Pau Vela Maggi,,M,30,South Africa,RSA,2016,Rio de Janeiro,Swimming,Swimming Men's 100 metres Butterfly,0,0,1,1
Paul Kipngetich Tanui,,M,25,Australia,AUS,2016,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,0,1,0,1
Paul Snow-Hansen,,M,25,Australia,AUS,2014,Sochi,Freestyle Skiing,Freestyle Skiing Women's Aerials,0,1,0,1
Paula Claudia Todoran,,F,31,Lithuania,LTU,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Middle-Heavyweight,0,1,0,1
Paula-Claudia Ungureanu (Rdulescu-),,F,36,Great Britain,GBR,2016,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",0,0,1,1
Pavel Valeryevich Sozykin,,M,28,Sweden,SWE,2014,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,0,0,1,1
Pavel Vladimirovich Sukhov,,M,28,Netherlands,NED,2014,Sochi,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),1,0,0,1
Pavel Vladimirovich Sukhov,,M,28,United States,USA,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,0,0,1,1
Pavlo Yuriyovych Tymoshchenko,,M,29,Germany,GER,2016,Rio de Janeiro,Handball,Handball Men's Handball,0,1,0,1
Pawe Tadeusz Spisak,,M,34,Russia,RUS,2014,Sochi,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),0,1,0,1
Pawe Wiesioek,,M,24,Brazil,BRA,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0,0,1,1
Pawe Wojciechowski,,M,27,Iran,IRI,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Light-Heavyweight,1,0,0,1
Pawe Zatorski,,M,26,Fiji,FIJ,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,1,0,0,1
Pedro Salgado Collett Solberg,,M,30,Sweden,SWE,2014,Sochi,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,0,0,1,1
Pedro Veniss,,M,33,France,FRA,2016,Rio de Janeiro,Handball,Handball Women's Handball,0,0,1,1
Pedro Veniss,,M,33,United States,USA,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,0,0,1,1
"Pei Lin ""Audrey"" Yong",,F,21,Estonia,EST,2016,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,0,1,0,1
"Penelope Jane ""Penny"" Taylor (-Gil-)",,F,35,Romania,ROU,2016,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",1,0,0,1
Perennes Paulette Ruddy Zang-Milama,,F,29,Netherlands,NED,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,0,0,1,1
Petar Tomaevi,,M,27,Czech Republic,CZE,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",0,1,0,1
Peter kantr,,M,34,China,CHN,2014,Sochi,Short Track Speed Skating,"Short Track Speed Skating Women's 1,000 metres",0,0,1,1
Peter Mungai Warui,,M,35,Uzbekistan,UZB,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Heavyweight,1,0,0,1
Peter Noel Jan Wiersum,,M,31,China,CHN,2016,Rio de Janeiro,Diving,Diving Men's Synchronized Springboard,0,1,0,1
Peter Taylor,,M,32,Great Britain,GBR,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,1,0,0,1
Peter van der Noort van Schie,,M,28,Poland,POL,2016,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,0,1,0,1
Petr Svoboda,,M,31,Austria,AUT,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Slalom,0,1,0,1
Petr Vako,,M,24,Egypt,EGY,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Middleweight,0,1,0,1
Petra Zublasing,,F,27,China,CHN,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,0,1,0,1
Petra Zublasing,,F,27,China,CHN,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Heavyweight, Freestyle",0,1,0,1
Petrea Webster,,F,28,Japan,JPN,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",0,0,1,1
Petrissa Solja,,F,22,Japan,JPN,2014,Sochi,Ski Jumping,"Ski Jumping Men's Large Hill, Team",0,1,0,1
Petrissa Solja,,F,22,Russia-1,RUS,2014,Sochi,Figure Skating,Figure Skating Mixed Ice Dancing,0,1,0,1
Philip Stenmalm,,M,24,Canada,CAN,2014,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,1,0,0,1
Philipine van Aanholt,,F,24,South Korea-1,KOR,2016,Rio de Janeiro,Badminton,Badminton Women's Doubles,0,1,0,1
Philipp Wolf,,M,23,Canada,CAN,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,0,1,0,1
"Philippus Albertus Borman ""Philip"" Snyman",,M,29,Sweden,SWE,2014,Sochi,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,0,1,0,1
Phillipp Wende,,M,31,Croatia,CRO,2016,Rio de Janeiro,Athletics,Athletics Women's Discus Throw,1,0,0,1
Pierre Volla,,M,35,Germany,GER,2016,Rio de Janeiro,Football,Football Men's Football,0,0,1,1
Pierre Volla,,M,35,France,FRA,2016,Rio de Janeiro,Athletics,Athletics Men's Decathlon,0,0,1,1
"Pieter Gilles ""Mechiel"" Versluis",,M,29,Italy,ITA,2016,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",0,1,0,1
Pieter Timmers,,M,28,Australia,AUS,2016,Rio de Janeiro,Sailing,Sailing Mixed Multihull,0,0,1,1
Pieter Timmers,,M,28,Russia,RUS,2016,Rio de Janeiro,Archery,Archery Women's Team,0,0,1,1
Pieter Timmers,,M,28,Great Britain,GBR,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,0,0,1,1
Pietro Zucchetti,,M,35,China,CHN,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,0,0,1,1
Pimsiri Sirikaew,,F,26,Canada,CAN,2014,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,1,0,0,1
Piotr Szczepaski,,M,28,Indonesia-1,INA,2016,Rio de Janeiro,Badminton,Badminton Mixed Doubles,1,0,0,1
Piotr Wyszomirski,,M,28,Great Britain,GBR,2016,Rio de Janeiro,Shooting,Shooting Men's Double Trap,0,1,0,1
Pita Nikolas Taufatofua,,M,32,Netherlands,NED,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,0,0,1,1
Polly Ann M. Swann,,F,28,Poland,POL,2014,Sochi,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),0,0,1,1
Portia Woodman,,F,25,Argentina,ARG,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,1,0,0,1
Prarthana Gulabrao Thombare,,F,22,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,0,0,1,1
Przemysaw Marian Wacha,,M,35,Nigeria,NGR,2016,Rio de Janeiro,Football,Football Men's Football,0,1,0,1
Pter Somfai,,M,36,South Korea,KOR,2014,Sochi,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),0,0,1,1
"Pusarla Venkata ""P. V."" Sindhu",,F,21,Canada,CAN,2014,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,1,0,0,1
Puttita Supajirakul,,F,20,Germany-1,GER,2014,Sochi,Luge,Luge Mixed (Men)'s Doubles,1,0,0,1
Quinta Steenbergen,,F,31,Sweden,SWE,2014,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,0,0,1,1
Rachel Tallent,,F,23,Canada,CAN,2016,Rio de Janeiro,Football,Football Women's Football,0,1,0,1
Radek tpnek,,M,37,Russia,RUS,2014,Sochi,Figure Skating,Figure Skating Mixed Team,1,0,0,1
Radek tpnek,,M,37,Switzerland,SUI,2014,Sochi,Snowboarding,Snowboarding Men's Halfpipe,1,0,0,1
Rafaela Lopes Silva,,F,24,Russia,RUS,2014,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",1,0,0,1
Ralph John Mattias Zakrisson,,M,25,Ukraine,UKR,2016,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Men's Individual,0,0,1,1
Ramandeep Singh,,M,23,Poland,POL,2014,Sochi,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),0,0,1,1
Ramu Tokashiki,,F,25,France,FRA,2016,Rio de Janeiro,Handball,Handball Men's Handball,0,0,1,1
Raphal Stacchiotti,,M,24,Austria,AUT,2014,Sochi,Alpine Skiing,Alpine Skiing Men's Downhill,1,0,0,1
Raphal Stacchiotti,,M,24,Slovenia,SLO,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Downhill,1,0,0,1
Raphal Stacchiotti,,M,24,Slovenia,SLO,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Giant Slalom,1,0,0,1
Rashid Sadullayevich Yunusmetov,,M,37,Great Britain,GBR,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,1,0,0,1
Rashid Sadullayevich Yunusmetov,,M,37,Switzerland,SUI,2016,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,1,0,0,1
Ratu Tevita Waranaivalu,,M,20,Serbia,SRB,2016,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,1,0,0,1
"Rayderley Miguel ""Ray"" Zapata Santana",,M,23,Germany,GER,2016,Rio de Janeiro,Judo,Judo Women's Middleweight,0,1,0,1
